Attendance,Study Hours,Homework Completion,Test Scores,SES,Extracurricular Activities,Parent Involvement,Tutoring,Sleep Hours,Health Conditions,Final Grade
98,25,100,93,Low,0,Medium,No,6,Mild,73.75
75,27,94,51,High,3,Medium,No,9,Severe,60.849999999999994
76,24,96,60,High,1,Low,Yes,7,None,66.4
98,21,78,98,High,0,High,No,8,Severe,76.85
93,25,99,65,High,3,Medium,No,8,Severe,69.15
80,10,85,76,High,3,High,Yes,8,Severe,71.3
78,15,75,93,Middle,2,Low,Yes,6,Mild,65.25
75,11,98,60,Low,1,Low,Yes,9,None,60.35
89,16,80,98,Middle,0,High,No,6,Mild,72.19999999999999
91,18,92,100,High,4,Medium,Yes,8,None,84.1
98,11,80,79,High,2,Medium,No,8,None,69.05
76,17,92,84,Low,0,Medium,Yes,9,None,68.05000000000001
80,28,97,57,Middle,1,High,Yes,7,Severe,62.5
100,21,86,92,Low,0,Medium,Yes,8,Mild,75.05
70,10,83,57,High,2,Medium,No,7,Mild,55.2
80,14,86,79,Low,4,High,Yes,6,Severe,66.4
76,23,89,96,High,2,Medium,Yes,9,None,77.55
100,20,92,50,High,2,Low,Yes,9,Mild,68.4
100,28,79,75,Middle,4,Medium,Yes,8,Mild,73.3
96,18,82,85,Middle,3,High,Yes,8,Severe,73.60000000000001
75,23,91,96,High,1,Low,No,9,None,74.75
94,10,91,67,Middle,0,Low,No,7,Severe,54.599999999999994
87,16,79,81,High,2,High,Yes,9,Severe,71.5
94,30,83,73,Low,2,Low,Yes,9,None,69.80000000000001
96,19,99,67,High,0,Medium,No,7,None,68.85
93,15,80,64,Middle,4,High,No,7,Severe,60.55
97,30,85,60,Middle,0,Medium,Yes,9,None,66.9
90,12,90,78,High,4,High,No,9,Mild,77.4
75,22,92,91,High,3,High,Yes,8,Severe,79.2
93,18,80,95,Low,0,High,No,8,None,74.6
83,27,98,50,Middle,4,High,Yes,8,None,70.95
99,23,92,59,Low,4,Low,No,8,Mild,66.65
98,20,82,69,Middle,4,High,Yes,7,None,72.7
71,12,87,97,High,3,Low,No,8,Severe,68.7
93,16,95,64,Middle,1,High,Yes,9,Mild,70.8
91,21,91,90,Low,3,Medium,No,9,None,73.65
82,28,94,74,Middle,2,Medium,Yes,6,Mild,67.4
95,14,83,91,Middle,4,Medium,Yes,8,Mild,74.4
83,12,85,74,High,0,High,No,9,Severe,65.8
81,29,85,79,High,2,Low,No,9,Mild,71.15
85,24,85,61,Low,0,Low,No,7,Mild,58.3
95,11,90,91,High,0,Medium,No,9,None,74.05
83,23,92,71,High,4,High,No,9,Mild,77.05
75,22,89,85,Low,3,High,No,6,Mild,71.8
100,10,76,55,Low,1,High,Yes,8,Severe,59.2
87,20,81,84,Middle,3,Low,No,8,Severe,63.8
75,11,97,83,Low,2,Low,Yes,9,Severe,62.05000000000001
74,18,77,69,High,1,High,Yes,7,None,68.4
85,23,92,71,Low,0,Low,No,8,Mild,64.45
93,15,90,75,Low,0,Medium,No,6,Severe,57.85
97,13,77,86,High,4,High,Yes,6,Severe,74.85000000000001
99,22,96,55,High,2,Medium,Yes,9,Severe,66.0
78,23,86,75,High,1,High,Yes,8,Severe,71.05
74,24,97,61,Low,1,High,Yes,7,Severe,61.5
100,18,94,59,High,0,Low,No,7,Mild,66.0
89,24,86,100,Middle,4,High,Yes,8,None,84.0
72,20,92,74,High,1,Medium,Yes,9,Mild,70.0
77,22,80,64,High,2,Low,Yes,6,None,64.1
77,15,81,50,High,3,High,Yes,7,Mild,66.35
89,24,100,72,Middle,0,Low,No,6,Mild,65.39999999999999
89,16,97,50,Middle,0,High,Yes,9,Severe,61.2
95,22,89,91,Middle,4,Low,Yes,6,None,75.6
71,13,86,64,High,3,High,No,7,Severe,61.85000000000001
83,23,100,89,Middle,1,Low,Yes,9,None,74.05
73,16,93,62,Low,1,High,No,7,Severe,55.8
79,21,83,53,Low,4,Low,No,9,None,58.550000000000004
73,19,83,87,Low,1,Medium,Yes,7,Mild,65.05
78,22,83,90,Low,0,High,Yes,8,None,74.7
76,18,77,70,Low,0,High,Yes,9,Mild,66.1
92,11,97,76,High,1,Low,No,7,Severe,63.35000000000001
83,29,98,58,Low,4,Medium,Yes,6,Severe,61.849999999999994
95,18,85,55,Middle,3,Medium,No,7,Severe,55.0
92,27,94,88,Middle,3,High,Yes,8,Severe,78.35
78,22,98,56,High,4,High,No,6,Severe,65.5
76,28,80,57,Low,3,High,Yes,6,Severe,61.3
99,16,91,58,High,2,Medium,Yes,7,Severe,62.400000000000006
97,15,90,88,Middle,2,High,Yes,7,Severe,70.55000000000001
87,25,77,60,High,1,Low,No,6,Mild,62.050000000000004
75,26,89,94,Middle,4,Low,No,7,Mild,70.5
98,30,81,100,High,2,Medium,Yes,8,None,83.3
89,20,96,56,High,4,Medium,No,9,None,68.8
70,25,94,66,Middle,2,Medium,Yes,9,Mild,63.849999999999994
98,17,95,71,Middle,1,Medium,Yes,9,None,69.15
87,22,97,52,Low,1,High,No,8,Mild,64.9
91,20,79,98,Middle,4,Medium,No,8,Severe,68.4
93,15,89,83,Middle,3,Low,No,7,None,68.05000000000001
72,14,81,81,High,0,Medium,No,9,Severe,60.39999999999999
82,21,97,53,Middle,0,Low,No,6,Mild,56.95
92,28,93,74,High,2,High,No,6,Severe,71.2
70,29,75,90,High,3,Low,No,7,Severe,66.25
100,27,90,91,High,2,Low,Yes,7,Mild,80.05
81,26,76,83,Middle,0,Medium,No,8,Mild,64.8
89,29,79,56,Low,4,Medium,No,8,Severe,57.650000000000006
82,22,82,92,Low,2,Medium,No,9,Severe,62.900000000000006
83,28,84,73,Low,2,High,Yes,7,Severe,65.30000000000001
95,15,93,69,Low,1,High,Yes,6,Severe,65.05
73,16,96,59,Low,3,Low,No,8,Severe,55.5
73,14,98,81,Middle,2,Low,Yes,9,None,67.0
84,24,75,53,Low,1,Low,No,9,Mild,55.699999999999996
89,20,96,77,High,0,High,No,7,Mild,75.1
88,27,75,94,Middle,0,Low,Yes,7,Severe,65.55
83,22,91,56,Middle,0,Medium,No,8,Severe,54.099999999999994
77,20,89,86,Low,3,Medium,Yes,7,None,70.0
85,21,89,94,High,1,Low,No,6,Severe,68.25
80,21,84,82,High,3,Medium,Yes,7,Severe,68.64999999999999
72,25,82,83,Low,2,Medium,No,6,Severe,56.949999999999996
97,29,93,90,High,1,Low,No,9,Severe,74.25
94,18,84,99,High,1,Low,Yes,9,Severe,74.8
98,15,91,69,Middle,0,Medium,No,8,None,64.25
91,14,90,89,Low,3,Low,No,8,Severe,66.4
100,19,86,73,Middle,2,Medium,Yes,9,Severe,63.849999999999994
84,22,93,88,Low,0,High,No,7,Mild,72.30000000000001
97,21,83,100,High,1,Medium,No,8,Mild,78.25
97,24,99,76,Low,1,Low,Yes,9,Mild,73.0
74,18,84,70,Low,2,High,Yes,8,None,67.1
100,19,99,72,Low,2,Medium,No,8,None,68.14999999999999
93,19,83,100,Low,2,Low,Yes,6,Mild,72.95
81,10,79,95,Low,3,Low,No,8,Severe,63.0
80,19,84,85,Low,0,Low,No,8,None,65.05
78,24,85,97,High,1,Low,Yes,7,None,75.7
74,18,83,81,Middle,4,Medium,Yes,7,None,66.2
77,29,93,68,Low,2,Medium,No,9,None,63.65
91,30,85,77,Low,1,Low,Yes,8,None,70.8
76,13,94,92,Middle,2,High,Yes,8,Severe,69.85
79,21,76,71,High,2,Medium,No,6,Mild,62.55
97,24,89,65,Low,2,High,No,8,Mild,69.7
84,23,98,63,Middle,1,High,No,9,None,68.05000000000001
91,19,92,53,Low,4,Medium,Yes,9,None,65.25
77,16,83,80,High,4,Low,Yes,8,None,73.0
89,26,95,72,Middle,0,Low,Yes,7,Mild,67.89999999999999
91,29,80,78,High,1,High,No,6,Mild,74.85
72,29,99,50,Middle,1,Low,No,6,Mild,56.45
100,18,85,58,Low,1,Medium,No,6,None,58.9
79,30,98,73,Middle,0,High,Yes,7,Mild,72.80000000000001
74,24,85,95,Low,3,Medium,Yes,7,None,72.3
81,13,90,82,High,3,High,Yes,9,None,80.05
75,24,84,53,High,1,Low,No,8,Mild,60.699999999999996
100,11,93,63,Low,3,Medium,Yes,9,None,68.25
98,30,88,96,Low,4,Medium,No,6,Mild,76.5
78,27,96,50,High,4,Medium,No,7,None,64.55000000000001
86,14,83,82,Low,0,High,No,6,None,66.89999999999999
73,27,83,74,Middle,1,Medium,Yes,7,Severe,58.150000000000006
78,11,78,88,Middle,0,Medium,No,7,Mild,60.35
96,19,98,83,High,0,Medium,Yes,6,Mild,76.45
74,16,97,63,Middle,3,High,No,8,Mild,67.1
71,18,76,58,Middle,3,High,Yes,8,None,64.30000000000001
85,11,78,59,Low,2,Low,No,6,Severe,48.05
98,14,99,78,Low,2,Medium,Yes,7,Mild,69.30000000000001
81,13,76,59,Low,4,High,No,8,Severe,57.349999999999994
90,26,78,53,Middle,4,Medium,Yes,9,Severe,59.0
92,16,87,73,High,2,Medium,Yes,9,None,71.7
95,19,82,83,High,3,Low,Yes,7,Mild,76.05000000000001
76,30,75,81,Middle,3,Medium,No,9,Severe,62.0
77,29,96,100,High,0,High,Yes,7,None,84.85
86,23,76,64,Low,1,High,Yes,6,Mild,65.35
97,12,94,98,Low,1,High,No,6,None,75.6
82,15,82,59,Low,0,High,No,6,None,59.25
99,13,76,98,High,1,High,No,9,None,79.65
75,26,96,90,Low,3,Low,Yes,7,Mild,73.7
81,16,99,73,High,3,Medium,No,6,Severe,64.9
87,20,82,71,High,1,Medium,No,9,Severe,62.10000000000001
100,23,99,93,Low,0,Medium,Yes,8,Severe,73.44999999999999
75,29,100,99,Low,0,Low,Yes,9,None,76.95
93,17,78,54,Low,4,Medium,Yes,6,Severe,55.650000000000006
80,13,91,52,High,4,High,No,8,None,68.05000000000001
76,30,90,61,Low,3,High,No,6,Severe,62.0
91,19,82,80,High,4,High,No,9,Mild,78.35
89,17,83,79,High,2,Medium,No,9,Mild,69.35000000000001
80,28,94,70,High,2,High,No,6,Severe,67.8
94,25,98,70,Middle,1,High,No,9,Mild,72.65
97,24,100,92,High,3,High,Yes,8,None,91.0
79,12,98,88,High,3,Low,No,7,None,72.80000000000001
83,13,79,75,Middle,2,Low,No,9,Mild,60.150000000000006
90,21,99,74,Middle,4,Low,Yes,9,None,73.25
91,17,77,95,Low,0,High,No,7,Severe,66.35
72,29,83,61,Middle,4,Low,Yes,7,None,62.55
99,11,88,84,Low,0,High,Yes,8,Mild,75.35000000000001
72,13,91,53,Low,1,Medium,No,9,Mild,53.74999999999999
83,22,97,90,High,1,Low,No,6,Severe,68.5
74,26,98,79,High,2,Medium,No,8,Severe,66.60000000000001
100,12,92,99,Low,1,Medium,No,9,None,73.10000000000001
89,30,99,65,Low,1,High,No,6,Severe,64.6
91,27,95,57,Low,3,Low,Yes,8,None,69.05
74,21,92,70,Low,3,Low,Yes,9,Mild,67.45
74,19,93,85,High,4,Medium,Yes,6,None,74.65
72,20,85,82,Low,0,Medium,Yes,8,Mild,66.0
87,16,79,78,High,3,Low,No,7,None,68.6
80,11,88,52,Low,4,Low,Yes,9,None,59.95
92,12,79,74,Low,4,High,Yes,9,Severe,67.4
79,19,97,68,Middle,0,High,No,7,None,65.35
97,28,78,91,Low,0,High,No,8,None,76.3
90,22,91,61,Low,1,Medium,Yes,9,Mild,65.0
99,28,84,64,High,3,Low,Yes,8,None,75.8
75,22,94,74,Middle,3,Low,Yes,8,Severe,64.5
78,12,76,73,Low,1,Medium,No,8,Mild,57.7
86,15,89,64,Low,4,Low,Yes,9,Severe,60.95
88,10,96,78,High,0,Medium,No,7,Mild,67.7
97,28,85,83,Low,3,Low,Yes,7,None,74.30000000000001
93,12,100,100,Middle,3,Low,Yes,6,Mild,77.6
92,24,86,71,High,4,Medium,No,8,None,72.9
92,26,85,55,Middle,4,Medium,Yes,7,Mild,64.4
75,22,83,72,Middle,2,Low,Yes,7,None,61.7
81,20,80,75,Middle,0,Low,No,7,Mild,59.7
99,13,92,79,High,3,High,No,6,Mild,78.15
92,25,83,64,High,2,Medium,Yes,9,None,70.45
83,26,96,96,Middle,0,Low,Yes,6,None,74.1
81,22,87,91,High,2,High,No,9,Mild,78.4
81,28,77,93,Low,2,High,No,9,Mild,73.5
81,13,78,55,Middle,2,Medium,Yes,8,Mild,56.55
77,30,88,62,Low,4,High,No,7,None,67.1
86,18,94,95,Low,2,Low,No,6,Severe,64.0
92,13,82,75,High,0,Medium,No,8,Mild,67.55000000000001
98,14,92,91,Low,0,High,No,8,Mild,75.8
80,23,89,98,Low,3,Low,Yes,7,None,74.94999999999999
79,17,79,95,Middle,3,Low,Yes,7,Severe,65.35
91,23,100,54,Middle,0,Medium,Yes,9,Severe,60.150000000000006
70,26,99,80,Middle,1,High,No,7,None,69.3
95,15,97,54,Middle,0,Low,No,8,Severe,55.35000000000001
87,26,92,57,High,4,Medium,Yes,7,Mild,70.4
94,23,89,62,High,4,Medium,No,9,None,70.95
89,21,87,72,Low,0,Low,No,8,None,64.05
97,15,83,73,Middle,3,Medium,No,7,None,64.65
71,23,76,72,High,1,Medium,Yes,7,Mild,64.75
71,20,90,57,Middle,1,Medium,Yes,6,Severe,52.3
89,29,81,97,Low,3,Medium,Yes,6,None,76.35
70,14,76,79,Middle,2,Low,Yes,9,None,61.400000000000006
83,26,83,72,High,1,High,No,7,Mild,71.3
77,13,88,59,Low,0,High,Yes,7,Severe,56.95
93,16,76,85,Middle,2,High,No,6,Mild,68.30000000000001
90,12,87,55,High,3,High,No,7,Severe,62.900000000000006
80,28,78,67,Low,0,Medium,No,8,Severe,55.7
77,11,84,92,Middle,1,High,No,9,Mild,69.55
75,28,97,53,Low,4,Low,Yes,8,Severe,60.30000000000001
79,17,81,96,Middle,1,Low,Yes,8,Severe,65.05
83,27,84,90,Low,3,High,Yes,6,None,78.15
80,13,81,74,Middle,1,Medium,No,7,Mild,57.650000000000006
96,27,90,76,Middle,2,Low,Yes,9,None,71.75
95,14,91,74,Low,4,High,Yes,7,Severe,68.9
70,16,90,89,Middle,0,High,No,7,Mild,67.7
80,17,81,88,High,2,High,Yes,6,Mild,75.85
71,12,75,58,Low,2,High,Yes,8,Severe,54.6
91,23,83,79,High,2,Low,Yes,8,Severe,69.25
97,15,98,85,Low,1,Low,No,6,Mild,68.25
85,24,76,95,High,0,High,No,7,Severe,71.7
86,21,92,56,Middle,4,High,No,7,Mild,65.65
75,19,80,67,Middle,3,Medium,No,8,Severe,55.849999999999994
75,19,93,85,Low,0,High,Yes,9,Severe,68.85
87,18,93,58,High,3,High,Yes,9,Mild,75.9
100,14,81,70,High,0,High,Yes,9,Mild,75.7
74,16,77,62,High,1,Low,No,9,None,59.8
96,22,98,54,Low,3,Low,Yes,9,Mild,68.5
91,30,90,66,Middle,3,Medium,No,8,Severe,63.5
100,23,90,52,Middle,1,High,Yes,7,None,67.35
73,23,96,84,High,4,Low,No,6,Severe,67.75
92,17,76,94,High,3,High,Yes,6,None,82.05
93,22,90,63,Low,4,Medium,No,9,Severe,61.0
74,13,79,59,Low,0,Low,Yes,7,Severe,49.55
81,10,83,76,Low,2,Low,Yes,7,None,61.099999999999994
87,30,96,86,Low,4,Medium,No,9,Mild,74.9
71,20,82,74,Middle,4,Medium,Yes,9,Severe,60.80000000000001
82,18,83,92,Low,2,Low,Yes,8,None,70.1
79,15,92,65,Middle,2,High,Yes,8,Mild,67.45
85,17,100,82,Middle,4,Medium,No,9,None,70.85
90,23,83,100,Low,1,High,No,9,Mild,77.35
79,26,75,82,High,3,High,No,9,None,76.89999999999999
88,24,84,95,High,2,Medium,Yes,7,Mild,76.9
71,22,78,64,High,2,Low,No,8,Mild,61.5
99,10,87,71,High,1,High,Yes,9,Mild,76.0
88,28,93,72,Low,0,Medium,Yes,6,Severe,62.8
100,13,83,73,Middle,3,High,No,9,None,71.75
99,14,83,87,Low,2,Medium,No,7,Mild,66.0
90,23,75,98,Middle,4,Low,No,6,Mild,71.15
77,22,98,88,Middle,1,High,No,8,Mild,73.9
88,24,96,68,Low,4,Medium,Yes,6,None,69.2
85,16,87,82,Middle,4,High,No,8,None,73.0
81,13,98,68,Low,2,Medium,No,9,None,61.449999999999996
85,11,80,83,Low,1,High,No,8,None,67.65
86,22,92,75,High,4,High,No,7,Mild,76.6
90,10,84,93,High,2,Low,Yes,6,None,73.19999999999999
99,23,80,69,High,2,Low,No,7,Mild,67.25
90,19,87,82,Low,1,Medium,Yes,8,None,69.75
100,13,93,95,Low,4,High,Yes,8,Severe,78.35
77,21,99,84,Middle,2,High,Yes,7,Severe,68.65
86,25,76,87,Low,4,Low,Yes,7,None,70.75
82,27,77,99,High,3,High,Yes,9,None,86.25
73,25,97,50,Low,1,Medium,No,6,None,55.25
80,30,89,75,High,1,High,No,8,Severe,70.8
92,14,90,77,Middle,4,Low,No,6,Mild,66.0
84,17,78,58,Middle,1,Medium,No,6,Severe,49.050000000000004
86,18,75,57,Low,1,High,No,6,None,58.8
88,13,77,70,High,4,Medium,No,9,Severe,62.25
92,14,77,58,High,0,High,No,8,None,66.7
97,30,90,82,Low,4,Low,No,9,Mild,74.5
96,11,87,60,Low,1,High,Yes,6,None,65.35000000000001
75,20,85,88,High,0,Low,No,9,Severe,65.4
70,28,84,93,Low,3,Medium,Yes,9,None,73.69999999999999
75,20,88,65,High,4,High,No,9,None,72.1
97,25,98,75,Low,4,Low,Yes,9,Severe,70.75
92,23,80,52,High,0,Medium,No,8,Severe,57.75000000000001
100,21,84,95,Low,3,Low,Yes,8,Mild,78.55
91,27,91,90,Middle,2,High,No,6,Severe,70.15
71,27,81,99,High,3,Medium,Yes,6,None,77.85000000000001
74,11,93,90,High,3,Medium,No,9,None,73.15
71,14,95,50,Low,1,Low,No,9,Mild,53.7
91,15,97,58,Middle,2,Low,No,6,None,58.75
87,18,85,95,High,0,Low,No,8,None,74.4
77,19,98,95,Low,2,High,No,7,Severe,68.25
82,28,79,82,High,1,Low,No,7,Mild,68.8
99,21,75,60,High,1,Low,Yes,6,Severe,61.05
76,21,99,75,High,4,Medium,No,9,None,72.75
79,28,88,79,Low,0,Medium,No,8,Mild,66.10000000000001
76,24,78,89,Low,0,High,No,7,Mild,68.5
87,29,79,81,Low,0,Medium,Yes,8,None,69.75
94,10,84,57,Low,2,Medium,Yes,7,Mild,58.2
76,27,77,92,Low,1,High,Yes,8,Severe,69.95
86,30,98,94,High,4,Low,No,9,Severe,77.5
76,26,79,93,High,4,High,No,6,Mild,78.4
79,19,82,65,Middle,0,Medium,Yes,7,Severe,54.45
72,26,93,78,High,1,High,Yes,7,None,75.9
88,16,78,85,High,3,High,No,9,Mild,77.7
70,28,91,87,High,0,Medium,No,8,Severe,67.3
76,29,83,91,Middle,4,High,Yes,8,None,79.35000000000001
98,20,86,56,Low,3,Low,Yes,6,Mild,64.6
72,24,81,80,Low,4,Medium,No,6,Mild,63.599999999999994
89,28,87,90,Middle,3,Medium,Yes,9,Mild,77.2
99,30,97,55,Low,3,Low,No,8,None,68.2
100,15,82,84,High,1,Low,Yes,7,Mild,73.35000000000001
89,18,85,82,Low,1,Medium,No,8,Severe,60.89999999999999
87,12,96,66,Low,4,High,No,7,None,67.4
87,18,85,66,High,1,Low,Yes,9,Mild,68.7
96,29,88,85,Low,0,Medium,No,9,Severe,66.55000000000001
97,30,85,81,Low,3,Medium,Yes,9,Mild,76.2
78,11,92,99,Low,3,Low,Yes,9,Severe,69.45
79,19,78,52,High,3,High,No,7,Severe,59.75
87,22,83,80,Middle,4,Low,No,8,None,68.5
98,13,81,59,Middle,1,High,Yes,7,None,64.75
78,18,87,73,High,1,Medium,No,7,Severe,59.400000000000006
95,22,83,71,High,2,Low,Yes,7,Mild,70.4
94,29,97,82,High,1,Medium,No,6,None,75.05
78,28,80,62,Low,4,High,Yes,7,Mild,68.2
79,12,82,73,Low,0,High,No,7,None,62.1
84,10,98,82,Low,0,Low,No,7,None,63.5
93,22,93,75,Low,4,Low,No,9,None,70.2
86,25,91,74,Middle,4,Low,Yes,9,Mild,71.85
99,23,77,80,High,1,Medium,No,9,Mild,71.95
92,22,75,84,Middle,4,Medium,No,8,None,69.10000000000001
87,25,88,83,Middle,3,High,Yes,6,None,77.15
83,29,90,72,High,4,High,No,6,Severe,71.45
71,11,87,97,Low,4,High,No,9,Severe,68.45
98,24,96,53,Low,4,High,No,9,None,70.7
80,16,88,51,High,2,Medium,No,9,None,59.9
84,28,85,90,High,1,High,Yes,9,Mild,82.8
73,12,76,79,Middle,4,High,Yes,8,Mild,69.5
96,17,90,63,High,0,Medium,Yes,7,Mild,68.35
72,27,99,79,High,1,High,No,8,Mild,76.65
86,25,99,89,Middle,0,Medium,No,9,Mild,71.95
95,17,76,75,High,3,High,No,8,Severe,70.95
82,28,88,90,High,0,High,Yes,8,None,83.0
79,23,84,86,High,0,High,Yes,8,Severe,74.15
80,10,75,90,Middle,3,Low,No,8,Severe,60.5
90,14,76,72,Low,2,Low,Yes,7,None,61.3
76,29,78,72,Middle,0,High,No,8,Mild,66.65
96,20,84,94,Middle,1,Low,Yes,6,None,72.2
85,30,89,100,High,4,High,No,8,None,87.3
85,15,79,85,Middle,0,Medium,Yes,8,None,67.05
70,22,90,88,High,3,High,Yes,8,None,81.9
98,30,87,59,High,0,High,No,8,Severe,69.2
98,30,76,54,Low,2,Medium,Yes,9,Severe,58.5
93,22,86,54,Low,0,Low,No,6,Mild,57.5
75,27,86,58,Low,2,High,No,7,None,61.35
85,12,83,59,High,2,Low,No,7,Severe,54.3
92,21,94,51,Low,3,High,Yes,8,Mild,70.75
75,29,79,100,High,4,Low,Yes,7,None,79.05
100,20,87,86,Low,1,Medium,No,7,Severe,63.2
84,15,80,66,High,3,Medium,Yes,9,Mild,69.35
81,23,86,56,Middle,2,High,Yes,8,None,65.95
75,15,80,83,Low,3,Medium,No,8,None,64.65
81,22,94,74,High,1,High,No,8,None,74.7
85,12,86,72,High,0,High,Yes,9,Mild,73.8
73,29,82,96,Low,2,Low,No,8,Mild,69.05
83,27,81,95,Middle,3,Low,Yes,9,Mild,76.05
83,21,87,63,Low,3,Medium,Yes,7,Mild,64.15
82,21,97,65,Middle,4,High,Yes,7,Mild,71.55000000000001
87,19,76,79,Low,2,High,Yes,8,None,71.05
76,10,96,52,High,0,High,Yes,8,Severe,62.5
95,30,99,55,High,1,Low,No,6,Mild,67.8
84,21,84,56,Low,4,Medium,Yes,9,None,63.650000000000006
73,21,78,58,Low,0,Low,Yes,6,Mild,55.85
72,23,97,77,Middle,3,Medium,Yes,7,Severe,63.64999999999999
70,21,95,51,High,1,High,No,8,Severe,60.55
84,11,75,65,Middle,4,High,No,7,Mild,62.05
95,28,99,94,High,3,High,No,8,Mild,89.0
98,26,85,77,High,2,High,No,9,None,78.2
98,29,91,84,High,0,Medium,Yes,8,None,80.25
74,29,84,56,Low,2,Medium,Yes,7,Severe,53.650000000000006
88,16,86,55,Low,4,High,No,6,Mild,63.3
95,20,81,84,Low,1,Medium,Yes,7,None,68.4
75,19,77,94,High,0,High,No,8,Mild,75.35
92,18,79,78,High,1,Medium,No,9,Severe,64.1
95,14,90,69,Low,0,High,Yes,8,None,71.2
82,19,86,88,High,3,High,Yes,8,None,82.75
77,30,77,54,Middle,3,Medium,Yes,7,Mild,60.5
73,16,96,95,High,0,Low,No,9,None,73.30000000000001
71,15,91,71,Middle,2,Medium,Yes,8,None,62.45
93,10,89,69,Middle,3,Low,Yes,7,Mild,65.60000000000001
86,12,94,100,High,4,High,Yes,9,Mild,87.0
75,26,84,55,High,4,Medium,Yes,6,Mild,65.8
96,11,85,89,High,2,Low,Yes,6,Mild,73.65
78,10,80,92,Middle,1,High,Yes,6,None,69.7
71,24,77,97,Middle,2,Low,No,9,None,66.7
91,16,98,51,Middle,2,Medium,Yes,9,None,62.099999999999994
84,25,100,77,Middle,3,High,No,7,Mild,74.14999999999999
96,18,86,67,Low,1,Medium,No,8,Mild,63.0
70,25,88,68,Middle,0,Medium,Yes,8,Mild,63.25
95,26,77,100,Middle,0,Medium,Yes,9,Mild,75.9
96,23,93,64,Low,4,Medium,No,6,None,65.75
96,18,87,74,Middle,3,Medium,No,9,Mild,68.30000000000001
99,17,84,62,Low,1,High,Yes,6,Severe,62.45
98,15,85,77,Middle,1,Medium,Yes,6,None,66.45
75,10,78,65,High,4,Low,Yes,6,Mild,63.6
85,21,98,67,Low,3,Low,No,9,Severe,61.95
71,20,79,70,Middle,0,Low,No,7,Severe,51.0
95,30,90,92,Middle,1,Medium,No,8,None,74.1
95,11,83,94,Middle,0,High,No,8,Mild,73.55
84,14,76,86,High,4,Low,No,6,None,69.3
71,15,88,58,Low,2,Low,Yes,9,None,57.95
70,11,78,89,Low,0,Low,No,7,Mild,59.05
71,12,82,86,Middle,2,Medium,Yes,7,Mild,62.400000000000006
79,22,98,95,Low,0,Medium,Yes,9,None,74.4
70,29,99,70,Low,0,Medium,No,6,Severe,57.05
83,20,97,97,High,3,High,Yes,7,None,86.1
74,29,77,99,Low,4,Medium,No,7,Severe,65.15
76,22,87,74,Middle,3,Low,Yes,6,Mild,66.30000000000001
82,14,75,76,High,0,Medium,No,9,None,64.7
94,22,86,71,Middle,0,Medium,No,8,None,64.8
87,19,89,54,Middle,0,Low,Yes,7,Mild,59.150000000000006
76,24,96,55,High,2,Medium,No,7,None,61.900000000000006
87,12,78,73,Low,4,Low,Yes,7,Mild,63.9
77,19,75,56,High,4,High,No,6,None,64.95
70,14,76,71,High,3,Medium,No,9,Severe,59.0
77,21,87,92,Middle,2,Medium,Yes,6,None,68.64999999999999
99,13,84,80,High,0,Medium,No,6,Mild,68.85
85,16,85,58,Low,0,Medium,Yes,9,None,60.4
98,15,95,60,High,3,High,Yes,6,Mild,76.35
88,14,79,95,Low,2,Medium,No,6,Mild,65.4
73,20,99,84,Low,2,Medium,No,8,Mild,66.60000000000001
72,17,93,60,High,0,Medium,No,8,None,62.25
98,27,99,72,Low,3,Medium,No,8,Mild,72.75
87,18,96,100,Middle,2,Medium,Yes,8,Mild,76.10000000000001
78,19,83,81,Middle,0,High,Yes,8,Mild,71.25
89,19,96,62,High,0,Low,No,7,Severe,60.349999999999994
96,23,79,55,High,2,Medium,Yes,6,None,65.25
89,24,95,51,Middle,4,Low,Yes,8,None,66.1
74,11,100,50,Middle,0,Low,Yes,8,None,57.55
91,20,83,89,High,1,Medium,No,7,Mild,71.5
93,30,85,51,High,1,High,No,8,Mild,70.4
87,18,100,98,Low,1,Medium,Yes,6,None,74.30000000000001
87,12,88,69,High,2,Medium,No,9,Mild,65.7
86,23,75,60,High,2,Medium,Yes,6,None,63.95
96,11,90,75,Low,1,Medium,No,6,Mild,62.45
93,13,79,95,High,0,High,No,6,None,76.15
92,20,88,50,High,4,Medium,Yes,7,None,67.0
88,10,91,61,High,4,High,No,8,Mild,71.6
93,30,88,64,Low,4,High,Yes,8,Mild,75.9
82,27,94,88,Middle,2,High,No,9,Severe,70.35
81,16,80,95,High,4,Low,No,8,Severe,69.7
94,11,94,74,Low,2,High,No,9,Severe,64.55
75,21,89,85,Middle,3,High,Yes,9,None,76.55
92,23,81,51,Low,2,Medium,No,9,Severe,52.65
79,30,77,96,Middle,1,Low,Yes,7,Mild,70.5
70,29,90,58,Middle,0,Medium,No,9,Severe,53.65
82,29,78,52,Middle,0,High,Yes,9,Mild,64.85
91,24,95,86,Middle,0,Low,No,9,Mild,71.0
74,30,96,92,High,1,Medium,No,8,Mild,76.1
75,29,100,52,Low,1,Medium,No,8,Severe,54.85
87,24,86,88,Middle,3,High,Yes,8,Severe,75.0
74,26,84,75,Low,3,High,No,6,None,68.6
96,14,80,69,Low,3,Medium,No,7,Severe,57.400000000000006
84,16,84,65,Low,0,Medium,No,9,Mild,59.1
71,16,94,70,Middle,0,Low,No,7,Mild,58.0
